"Title","Progress","Type","MAL_Score","AniList_Score","Genres","Notes","MAL_URL","AniList_URL","Current_MAL_Score","Current_AniList_Score","Average_Score"
"Saikyou no Shokugyou wa Yuusha demo Kenja de mo Naku Kanteishi (Kari) Rashii desu yo?","0","TV","Unreleased","TBD","Comedy, Fantasy","[2024+] Upcoming","UNRELEASED","UNRELEASED","Unrated","Unrated",""
"STEEL BALL RUN JoJo's Bizarre Adventure","0","ONA","Unreleased","TBD","Action, Adventure, Supernatural, Super Power","[2024+] Upcoming","UNRELEASED","UNRELEASED","Unrated","Unrated",""
"Re:Zero kara Hajimeru Isekai Seikatsu 4th Season","0","TV","Unreleased","TBD","Drama, Fantasy, Psychological, Thriller, Isekai","[2024+] Upcoming","UNRELEASED","UNRELEASED","Unrated","Unrated",""
"Puella Magi Madoka Magica the Movie -Walpurgisnacht: Rising-","0/1","Movie","Unreleased","TBD","Drama, Magic, Psychological, Thriller, Mahou Shoujo","[2024+] Upcoming","UNRELEASED","UNRELEASED","Unrated","Unrated",""
"Otonari no Tenshi-sama ni Itsunomanika Dame Ningen ni Sareteita Ken 2nd Season","0","TV","Unreleased","TBD","Comedy, Romance, Slice of Life","[2024+] Upcoming","UNRELEASED","UNRELEASED","Unrated","Unrated",""
"Otherworldly Munchkin: Let's Speedrun the Dungeon with Only 1 HP!","0","TV","Unreleased","TBD","Action, Adventure, Comedy, Fantasy","[2024+] Upcoming","UNRELEASED","UNRELEASED","Unrated","Unrated",""
"Mushoku Tensei: Jobless Reincarnation Season 3","0","TV","Unreleased","TBD","Drama, Fantasy, Isekai","[2024+] Upcoming","UNRELEASED","UNRELEASED","Unrated","Unrated",""
"Mu Long Shi","0","ONA","Unreleased","TBD","Action, Adventure, Fantasy, Historical","[2024+] [Matched: Mu Long Shi]","NEEDS_LOOKUP","https://anilist.co/anime/153465","","",""
"Love Live! Nijigasaki High School Idol Club The Movie - Finale","0/1","Movie","Unreleased","TBD","Music, School, Slice of Life, Idols","[2024+] Upcoming","UNRELEASED","UNRELEASED","Unrated","Unrated",""
"Kusuriya no Hitorigoto 3rd Season","0","TV","Unreleased","TBD","Drama, Historical, Medical, Mystery, Romance","[2024+] Upcoming","UNRELEASED","UNRELEASED","Unrated","Unrated",""
"KOWLOON GENERIC ROMANCE","0/13","TV","Unreleased","TBD","Mystery, Romance, Sci-Fi, Seinen","[2024+] Upcoming 2025","UNRELEASED","UNRELEASED","Unrated","Unrated",""
"JUJUTSU KAISEN Season 3: The Culling Game Part 1","0/12","TV","Unreleased","TBD","Action, Fantasy, Shounen","[2024+] Upcoming 2025","UNRELEASED","UNRELEASED","Unrated","Unrated",""
"Higeki no Genkyou to Naru Saikyou Gedou Last Boss Joou wa...","0","TV","Unreleased","TBD","Fantasy, Isekai, Villainess","[2024+] Upcoming","UNRELEASED","UNRELEASED","Unrated","Unrated",""
"Hell's Paradise Season 2","0/12","TV","Unreleased","TBD","Action, Adventure, Drama, Historical, Horror, Mystery, Shounen, Supernatural","[2024+] Upcoming","UNRELEASED","UNRELEASED","Unrated","Unrated",""
"Fire Force Season 3 Part 2","0/13","TV","Unreleased","TBD","Action, Drama, Mystery, Sci-Fi, Shounen, Supernatural","[2024+] 2025 [Matched: Fire Force]","NEEDS_LOOKUP","NEEDS_LOOKUP","","",""
"Fate/strange Fake","0/13","TV","Unreleased","TBD","Action, Fantasy, Magic, Supernatural","[2024+] Ended 2024 [Matched: Fate/strange Fake]","NEEDS_LOOKUP","NEEDS_LOOKUP","","",""
"Dawang Raoming 3","0","ONA","Unreleased","TBD","Action, Fantasy","[2024+] [Matched: Dawang Raoming 2]","https://myanimelist.net/anime/51898","https://anilist.co/anime/146543","","",""
"Chained Soldier Season 2","0/12","TV","Unreleased","TBD","Action, Ecchi, Fantasy, Shounen","[2024+] Upcoming","UNRELEASED","UNRELEASED","Unrated","Unrated",""
"Cang Lan Jue 2","0/26","ONA","Unreleased","TBD","Action, Drama, Fantasy, Martial Arts, Romance","[2024+] [Matched: Cang Lan Jue 2]","https://myanimelist.net/anime/61561","https://anilist.co/anime/191976","","",""
"Blue Archive Anime PVs","0","Special","Unreleased","TBD","Music, School","[2024+] [Matched: Blue Archive Anime PVs]","https://myanimelist.net/anime/48824","https://anilist.co/anime/138416","","",""
"4 CUT HERO","0/10","ONA","Unreleased","TBD","Action, Comedy, Fantasy, Slice of Life","[2024+] Upcoming","UNRELEASED","UNRELEASED","Unrated","Unrated",""
